text,label,source,subject,length
Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed. the first GOP primary debate.,0,liar,financial-regulation,27
You cant check out a library book without a photo ID. an interview.,0,liar,legal-issues,13
Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch. a news conference,1,liar,sports,17
"Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding. responding to an audience members question at the Texas Tribune Festival.",0,liar,abortion,30
"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools. article",1,liar,"autism,children,disability,education,families,immigration,state-budget,state-finances",23
"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year. a news conference",1,liar,"economy,government-efficiency,job-accomplishments",33
"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005. the State of the Union address",1,liar,"corrections-and-updates,economy,jobs",28
A college loan is the only loan in the United States that you cannot refinance when interest rates go down. a campaign speech,1,liar,"debt,economy,education",23
The House of Representatives has never passed a resolution of disapproval to condemn a members behavior. a floor speech,1,liar,history,19
"We are younger than our competitors, and this is entirely because of immigration. a speech to business leaders",1,liar,immigration,18
"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home. appearance on Bill Maher show on Oct. 7, 2011",1,liar,economy,51
Says he raised average family income by 50 percent during his tenure as Arkansas governor. a video,0,liar,"income,state-budget",17
President Reagan did it raised the debt ceiling 18 times. George W. Bush did it seven times. a televised address,1,liar,"bipartisanship,federal-budget",20
"Most young Americans right now, theyre not covered by health insurance. a Funnyordie.com Between Two Ferns interview with Zach Galifianakis",0,liar,health-care,20
"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent. a meme on social media",1,liar,"corporations,taxes",32
"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide. an advertisement",1,liar,"economy,job-accomplishments,jobs",17
"As a U.S. senator with salary and perks, Bernie is in the top 1 percent, but still paid only 13 percent in taxes last year. a Facebook post",0,liar,"income,taxes",28
"You know we cant just pull out now... The truth of the matter is If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically. CNNYouTube debate in Charleston, S.C.",1,liar,iraq,39
Says Texas routinely gets a lot more federal spending than it pays in taxes. an episode of The Rachel Maddow Show.,1,liar,"federal-budget,pundits,taxes",21
Cell phone numbers go public this month. Facebook and Twitter posts,0,liar,consumer-safety,11
Says it has offered 12 million in savings through 2011 and 184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee. a newspaper ad,0,liar,"city-budget,labor,state-budget",31
Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to 19.9 million from 25 million. a press release,0,liar,"county-budget,county-government,debt,transportation",27
Says Texas has 11 different felonies you can commit with an oyster. an interview.,1,liar,"crime,criminal-justice,food-safety",14
The Obama administration is unwinding our nations welfare-to-work requirements. an op-ed.,0,liar,welfare,11
"Electric car sales in Georgia have dropped dramatically since a 5,000 tax credit was eliminated and a 200 annual registration fee was imposed July 1. an interview with Watchdog.org",1,liar,"state-budget,taxes,transportation",29
As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops. remarks in San Antonio,1,liar,"congress,federal-budget,history",32
"Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan. a statement made after he filed for re-election at the N.H. Secretary of States office.",0,liar,"bipartisanship,jobs",38
"Republican small business tax cut bill spends 80 million for better Google searches, not job creation a news release",0,liar,"small-business,taxes",19
A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste. an opinion article,1,liar,environment,29
America is one of the highest-taxed nations in the world. the 2016 Republican National Convention,0,liar,taxes,15
"If black America were a country, itd be the 15th wealthiest nation in the world. comments on CNN",0,liar,"corrections-and-updates,economy,poverty",18
"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows. an executive order.",0,liar,guns,29
2008 was the deadliest year of the war in Afghanistan for American forces. a speech at the White House.,1,liar,"afghanistan,military",19
"Florida teachers are already paid 5,000 below the national average. a letter posted on his campaign Web site.",1,liar,education,18
Says Amanda Fritz manages less than 5 percent of city operations. a debate.,1,liar,city-government,13
Polls show that Floridians dont want to repeal the Affordable Care Act. comments on the House floor,0,liar,"health-care,polls",17
Says Congressman Bill Pascrell voted to remove the public option from the Affordable Health Care Act. an interview on NJToday,0,liar,health-care,20
"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities. a House floor debate",1,liar,state-finances,26
"Under a proposed medical marijuana amendment in Florida, you dont get refills -- you get it forever. a Tampa Bay Times editorial meeting",0,liar,"florida-amendments,health-care,marijuana",23
I havent missed a vote since 1993. a conference call,1,liar,history,10
Says the treasurers office has saved 37 million in management costs for the oversight of public investments. campaign website,0,liar,government-efficiency,19
Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools. a letter,1,liar,education,26
Jorge Elorza wants to impose a municipal income tax. a radio interview,0,liar,"city-budget,deficit,economy,taxes",12
The Supreme Court cant overrule the other two branchesof government. an interview on Fox News Sunday,0,liar,"history,supreme-court",16
